time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1577837178.29933691,0.00898624,0.00699042,-nan,9899.00000000,0.02091922,0.000000,0.000000
1577837178.39996219,0.00915662,0.00583267,-nan,9949.00000000,0.01614242,0.000000,0.000000
1577837178.49980998,0.00923755,0.00475447,-nan,9997.00000000,0.01263651,0.000000,0.000000
1577837178.59964395,0.00919793,0.00455501,-nan,10110.00000000,0.00749432,0.000000,0.000000
1577837178.69948602,0.00912702,0.00442414,-nan,10179.00000000,0.00600688,0.000000,0.000000
1577837178.79934311,0.00912309,0.00665723,-nan,10228.00000000,0.00894616,0.000000,0.000000
1577837178.89997792,0.00907177,0.00501060,-nan,10170.00000000,0.00671126,0.000000,0.000000
1577837178.99982381,0.00907305,0.00619568,-nan,10249.00000000,0.00913300,0.000000,0.000000
1577837179.09965587,0.00907290,0.00615415,-nan,10246.00000000,0.00906592,0.000000,0.000000
1577837179.19948483,0.00907198,0.00616915,-nan,10255.00000000,0.00902679,0.000000,0.000000
1577837179.29934597,0.00904788,0.00535865,-nan,10299.00000000,0.00784303,0.000000,0.000000
1577837179.39998794,0.00903866,0.00572359,-nan,10351.00000000,0.00856802,0.000000,0.000000
1577837179.49982095,0.00899997,0.00493813,-nan,10323.00000000,0.00698826,0.000000,0.000000
1577837179.59965992,0.00896352,0.00536303,-nan,10388.00000000,0.00703157,0.000000,0.000000
1577837179.69950104,0.00902139,0.01043975,-nan,10520.00000000,0.01214640,0.000000,0.000000
1577837179.79932904,0.00909062,0.01051695,-nan,10580.00000000,0.01289860,0.000000,0.000000
1577837179.89996791,0.00912298,0.00802031,-nan,10983.00000000,0.01093472,0.000000,0.000000
1577837179.99979997,0.00918651,0.00930982,-nan,11251.00000000,0.01280801,0.000000,0.000000
1577837180.09964013,0.00920785,0.00698243,-nan,11442.00000000,0.01044524,0.000000,0.000000
1577837180.19947696,0.00924339,0.00737232,-nan,12103.00000000,0.01134071,0.000000,0.000000
1577837180.29931283,0.00933111,0.01194946,-nan,12640.00000000,0.01459389,0.000000,0.000000
1577837180.39993906,0.00941783,0.01243307,-nan,13194.00000000,0.01470823,0.000000,0.000000
1577837180.49977493,0.00953726,0.01400529,-nan,13354.00000000,0.01694180,0.000000,0.000000
1577837180.59961700,0.00971895,0.01699610,-nan,14082.00000000,0.02116531,0.000000,0.000000
1577837180.69944811,0.00982808,0.01381219,-nan,14900.00000000,0.01681238,0.000000,0.000000
1577837180.79967904,0.00989004,0.01090046,-nan,15877.00000000,0.01391725,0.000000,0.000000
1577837180.89950705,0.00992562,0.01008890,-nan,16421.00000000,0.01227400,0.000000,0.000000
1577837180.99934411,0.01000116,0.01244266,-nan,16837.00000000,0.01506270,0.000000,0.000000
1577837181.09998202,0.01009302,0.01395435,-nan,17678.00000000,0.01633947,0.000000,0.000000
1577837181.19982600,0.01020517,0.01575466,-nan,18715.00000000,0.01794334,0.000000,0.000000
1577837181.29967690,0.01038990,0.02101201,-nan,19875.00000000,0.02332123,0.000000,0.000000
1577837181.39952111,0.01050588,0.01539353,-nan,19907.00000000,0.01874012,0.000000,0.000000
1577837181.49934793,0.01058761,0.01274049,-nan,20913.00000000,0.01647231,0.000000,0.000000
1577837181.59999418,0.01074070,0.01809496,-nan,21990.00000000,0.02191607,0.000000,0.000000
1577837181.69983602,0.01089988,0.01885941,-nan,23269.00000000,0.02267965,0.000000,0.000000
1577837181.79967403,0.01099076,0.01379369,-nan,24671.00000000,0.01780646,0.000000,0.000000
1577837181.89951420,0.01115985,0.02029698,-nan,25562.00000000,0.02401096,0.000000,0.000000
1577837181.99935102,0.01121954,0.01405059,-nan,25933.00000000,0.01581509,0.000000,0.000000
1577837182.09998584,0.01131629,0.01664549,-nan,27319.00000000,0.01886279,0.000000,0.000000
1577837182.19982481,0.01143314,0.01682242,-nan,28244.00000000,0.02066423,0.000000,0.000000
1577837182.29965806,0.01148693,0.01309262,-nan,29192.00000000,0.01579045,0.000000,0.000000
1577837182.39949703,0.01153519,0.01224759,-nan,29966.00000000,0.01544412,0.000000,0.000000
1577837182.49934196,0.01158477,0.01291807,-nan,30251.00000000,0.01565023,0.000000,0.000000
1577837182.59998012,0.01163179,0.01066946,-nan,30959.00000000,0.01553470,0.000000,0.000000
1577837182.69982910,0.01162872,0.00904112,-nan,31357.00000000,0.01137055,0.000000,0.000000
1577837182.79966593,0.01167586,0.01242316,-nan,31702.00000000,0.01568322,0.000000,0.000000
1577837182.89950013,0.01173695,0.01458306,-nan,31498.00000000,0.01699094,0.000000,0.000000
1577837182.99932790,0.01183803,0.01817721,-nan,32290.00000000,0.02063114,0.000000,0.000000
1577837183.09995794,0.01186965,0.01225377,-nan,32868.00000000,0.01465260,0.000000,0.000000
1577837183.19979692,0.01199498,0.01908618,-nan,34050.00000000,0.02314926,0.000000,0.000000
1577837183.29963708,0.01220381,0.02640777,-nan,34984.00000000,0.03099853,0.000000,0.000000
1577837183.39947605,0.01254646,0.03612484,-nan,36960.00000000,0.04372730,0.000000,0.000000
1577837183.49930382,0.01285899,0.03791831,-nan,39189.00000000,0.04161228,0.000000,0.000000
1577837183.59996104,0.01301715,0.02450382,-nan,40837.00000000,0.02772625,0.000000,0.000000
1577837183.69980597,0.01340453,0.04566528,-nan,43211.00000000,0.04981837,0.000000,0.000000
1577837183.79964590,0.01363913,0.02691034,-nan,45677.00000000,0.03592551,0.000000,0.000000
1577837183.89949203,0.01378992,0.02261452,-nan,46240.00000000,0.02826620,0.000000,0.000000
1577837183.99932790,0.01384070,0.01631153,-nan,47982.00000000,0.01876598,0.000000,0.000000
1577837184.09995914,0.01398170,0.02453181,-nan,49945.00000000,0.02779938,0.000000,0.000000
1577837184.19981003,0.01401059,0.01381640,-nan,50015.00000000,0.01687088,0.000000,0.000000
1577837184.29965997,0.01405342,0.01556187,-nan,51894.00000000,0.01833686,0.000000,0.000000
1577837184.39949203,0.01411317,0.01748124,-nan,53767.00000000,0.02014750,0.000000,0.000000
1577837184.49932694,0.01418146,0.01856500,-nan,55373.00000000,0.02114693,0.000000,0.000000
1577837184.59995699,0.01419726,0.01303788,-nan,56786.00000000,0.01582456,0.000000,0.000000
1577837184.69980121,0.01422282,0.01497798,-nan,57955.00000000,0.01688177,0.000000,0.000000
1577837184.79962897,0.01422669,0.01241631,-nan,59120.00000000,0.01463261,0.000000,0.000000
1577837184.89948010,0.01423999,0.01275660,-nan,60030.00000000,0.01565021,0.000000,0.000000
